Fecha,SKU,Categoria,Material,Costo_Adquisicion,Precio_Venta,Cantidad,Cliente,Ciudad
2025-08-25,ANI-ACE-4256,Anillos,Acero con Baño PVD,26.56,63.75,2,Aroa Chamorro Pou,Ávila
2026-03-13,ANI-ACE-5151,Anillos,Acero 316L,27.01,60.24,3,Natalia Torrent Ibáñez,Lugo
2025-10-15,COL-ACE-3428,Collares,Acero 316L,28.07,53.29,5,Belén de Amat,Tarragona
2025-12-21,PUL-PLA-5755,Pulseras,Plata 925,29.32,50.57,3,Estrella Palmira Melero Miralles,Málaga
2025-10-18,ANI-ACE-4394,Anillos,Acero con Baño PVD,32.92,71.04,1,Rafael Lago Ayuso,Salamanca
2026-05-12,PEN-PLA-1440,Pendientes,Plata 925,40.52,99.5,1,Raimundo Beltrán Español,Valencia
2025-08-01,PUL-ACE-8011,Pulseras,Acero 316L,25.48,43.26,1,Isaías Folch Soler,Valladolid
2025-08-30,ANI-ACE-5325,Anillos,Acero con Baño PVD,25.91,47.05,1,Vanesa del Hernando,Valladolid
2025-08-18,PEN-ACE-6537,Pendientes,Acero 316L,26.73,63.42,1,Macarena Fabra Roman,Barcelona
2026-02-16,ANI-PLA-3053,Anillos,Plata 925,40.42,102.54,1,Bartolomé Albero Duran,Ourense
2025-07-30,ANI-ACE-9011,Anillos,Acero 316L,22.65,42.05,2,Nazaret Luz Somoza,Ciudad
2026-03-02,ANI-ACE-2068,Anillos,Acero con Baño PVD,31.19,47.35,1,Bernarda Campos Salvador,Guipúzcoa
2026-04-15,COL-ACE-2956,Collares,Acero con Baño PVD,37.2,76.26,3,Ámbar Márquez Pons,Madrid
2025-10-25,COL-ACE-3099,Collares,Acero con Baño PVD,31.76,76.38,1,Lilia Cazorla Garzón,Baleares
2026-01-23,PUL-ACE-7841,Pulseras,Acero con Baño PVD,36.18,70.75,1,Carmelo Román Hurtado Vives,Murcia
2026-05-24,ANI-ACE-3332,Anillos,Acero con Baño PVD,18.5,39.0,1,Agustín Sedano Llorente,Ávila
2025-08-11,PEN-PLA-7093,Pendientes,Plata 925,25.03,72.52,1,Consuelo Zorrilla Lopez,Pontevedra
2026-05-11,PUL-PLA-7959,Pulseras,Plata 925,32.48,83.99,1,Samanta Echevarría Hidalgo,Madrid
2026-03-23,COL-PLA-5065,Collares,Plata 925,23.35,53.23,1,Leonor Sevilla Esteve,Tarragona
2026-05-26,PUL-ACE-1433,Pulseras,Acero con Baño PVD,32.14,72.19,2,Manuela Mas,Huesca
2026-03-20,PUL-ACE-9175,Pulseras,Acero con Baño PVD,39.94,95.32,1,Maximino de Conesa,Badajoz
2026-04-25,PUL-ACE-5880,Pulseras,Acero 316L,16.77,29.07,3,José María Calatayud Domínguez,Cantabria
2026-02-25,PEN-ACE-3065,Pendientes,Acero con Baño PVD,42.73,91.18,1,Celso Guitart Barbero,Guadalajara
2026-03-15,PUL-ACE-3177,Pulseras,Acero 316L,23.49,60.36,1,Felix Bernardino Aguiló Company,Cádiz
2026-01-17,PEN-ACE-6380,Pendientes,Acero con Baño PVD,34.95,97.44,3,Bibiana Garay-Uriarte,Huesca
2025-08-22,COL-ACE-9621,Collares,Acero 316L,34.04,72.63,1,Manuel Guijarro Marin,Sevilla
2026-02-20,ANI-PLA-1169,Anillos,Plata 925,20.95,47.13,1,Azucena Azorin Pavón,Melilla
2026-03-08,PEN-ACE-7887,Pendientes,Acero 316L,15.5,45.31,1,Zaira Vallejo Jordá,Ávila
2026-01-03,COL-PLA-3077,Collares,Plata 925,31.37,91.02,1,Emilio Galan Arellano,Barcelona
2025-10-15,PUL-ACE-5858,Pulseras,Acero 316L,32.31,93.21,1,Melchor del Cadenas,Badajoz
2025-09-06,COL-ACE-5794,Collares,Acero 316L,38.09,74.99,1,María Manuela Oliveras-Aguiló,Vizcaya
2025-12-06,COL-PLA-4148,Collares,Plata 925,20.35,38.13,5,Isidora Villanueva Roca,Zaragoza
2026-03-09,ANI-PLA-7837,Anillos,Plata 925,27.36,71.82,1,Simón Gual Carranza,Ciudad
2025-12-25,COL-ACE-7444,Collares,Acero con Baño PVD,28.76,52.85,1,Heriberto Vilaplana Casado,Castellón
2025-11-12,COL-PLA-7659,Collares,Plata 925,18.35,52.08,1,Rafa Guijarro,Pontevedra
2025-10-17,PEN-PLA-1908,Pendientes,Plata 925,18.36,38.08,3,Dora Pereira,Segovia
2026-03-08,ANI-PLA-7754,Anillos,Plata 925,16.44,36.92,1,Berto Juliá Atienza,Ourense
2026-04-28,ANI-PLA-1453,Anillos,Plata 925,38.06,76.81,1,Julio del Borrás,Cádiz
2025-07-13,ANI-PLA-7977,Anillos,Plata 925,40.18,100.09,1,Virginia Barceló Arévalo,Palencia
2026-05-02,PUL-PLA-8662,Pulseras,Plata 925,19.83,36.06,1,Abraham del Sales,Valencia
2025-08-05,ANI-ACE-8244,Anillos,Acero 316L,21.87,32.81,1,Cirino Hierro Rosa,León
2026-05-14,PUL-ACE-4735,Pulseras,Acero con Baño PVD,43.53,70.47,3,Ale del Fuertes,Ceuta
2025-09-25,PUL-ACE-2414,Pulseras,Acero con Baño PVD,44.11,124.55,3,Emelina Perez Gómez,Santa Cruz de Tenerife
2025-12-29,ANI-ACE-3131,Anillos,Acero con Baño PVD,20.41,54.61,1,Angelita Garzón Moles,Lleida
2026-01-31,ANI-ACE-2918,Anillos,Acero 316L,26.99,58.24,1,Itziar Cerdá,Cádiz
2025-12-29,PUL-ACE-5892,Pulseras,Acero 316L,16.58,38.01,4,Teófila Pelayo Capdevila,Huelva
2026-02-21,PUL-ACE-9414,Pulseras,Acero 316L,21.51,44.91,1,Macaria de García,Asturias
2025-10-25,COL-PLA-8821,Collares,Plata 925,25.89,62.1,1,Isaac Diez Arellano,Castellón
2025-12-15,COL-PLA-5722,Collares,Plata 925,22.43,49.76,1,Pancho Pablo Gracia Calzada,Melilla
2026-01-19,PEN-PLA-5939,Pendientes,Plata 925,23.31,46.41,3,Benita Parra Hervás,Córdoba
2025-11-09,PEN-PLA-1611,Pendientes,Plata 925,27.24,63.49,1,Bernarda Solera Lladó,Ávila
2025-11-07,COL-PLA-6047,Collares,Plata 925,16.94,26.79,1,Sabas Roig Acosta,Huesca
2025-09-24,PUL-ACE-7475,Pulseras,Acero con Baño PVD,38.24,66.39,1,Dorita Galan Vendrell,Lugo
2026-04-16,PEN-ACE-5275,Pendientes,Acero con Baño PVD,21.72,34.35,1,Edu Tomé Rico,Tarragona
2026-04-16,PEN-ACE-4863,Pendientes,Acero 316L,38.75,115.64,2,Luis Ángel Medina,Álava
2025-06-08,PEN-ACE-2593,Pendientes,Acero con Baño PVD,38.77,110.78,1,Amor Armengol-Suárez,Castellón
2026-05-15,PUL-ACE-7000,Pulseras,Acero 316L,32.18,62.46,3,Zoraida Padilla Rojas,Las Palmas
2026-02-26,COL-ACE-9768,Collares,Acero 316L,30.14,55.23,1,Armando Cuevas Ferreras,Segovia
2026-03-15,PEN-ACE-2900,Pendientes,Acero 316L,25.3,69.74,2,Eutimio del Benitez,Cuenca
2026-02-11,PUL-ACE-2003,Pulseras,Acero 316L,27.92,51.81,3,Amado Acuña-Ordóñez,Baleares
2026-03-11,PEN-ACE-3404,Pendientes,Acero 316L,43.21,96.38,1,Reyes Morata Vilanova,La Rioja
2025-08-17,ANI-ACE-7657,Anillos,Acero 316L,24.59,66.17,1,Marcos Peinado-Exposito,Valladolid
2025-05-31,COL-ACE-2045,Collares,Acero 316L,38.76,113.48,1,Toribio Sanmartín Llano,Vizcaya
2025-10-21,PEN-ACE-9276,Pendientes,Acero con Baño PVD,33.7,62.47,1,Dani Hoyos Huertas,Murcia
2026-02-24,COL-PLA-8486,Collares,Plata 925,36.8,85.34,1,Modesto Jose Francisco Noguera Carreras,Segovia
2026-05-01,ANI-PLA-1658,Anillos,Plata 925,30.28,79.41,3,Consuelo Olmo Fernández,Asturias
2026-01-21,PEN-ACE-1654,Pendientes,Acero 316L,16.39,36.03,1,Aitor Pallarès Bueno,Segovia
2026-02-10,ANI-PLA-1484,Anillos,Plata 925,32.16,70.74,1,Rosendo Pomares Oliveras,Málaga
2026-05-11,ANI-PLA-2582,Anillos,Plata 925,42.08,105.25,1,Ibán Godoy Galindo,Barcelona
2025-09-29,COL-ACE-7794,Collares,Acero 316L,27.7,54.61,1,Débora Carrión Ortuño,Salamanca
2025-12-03,PUL-PLA-3488,Pulseras,Plata 925,41.71,86.0,1,Candela Ferrero,Barcelona
2025-11-12,PUL-ACE-7734,Pulseras,Acero 316L,18.41,31.08,3,María Del Carmen del Bauzà,Navarra
2026-02-16,ANI-ACE-8503,Anillos,Acero con Baño PVD,29.07,69.91,1,Guiomar Gibert Quintanilla,Barcelona
2025-09-19,PEN-ACE-5437,Pendientes,Acero con Baño PVD,34.75,92.35,1,Eduardo de Luís,Ourense
2026-05-10,PUL-ACE-7199,Pulseras,Acero con Baño PVD,43.37,129.79,1,Leocadia Garzón Padilla,Murcia
2026-03-15,PEN-ACE-8083,Pendientes,Acero con Baño PVD,16.01,36.77,3,Juanito Checa Santana,Málaga
2025-07-11,PEN-ACE-1836,Pendientes,Acero 316L,31.34,79.09,4,Marcial Franch Somoza,Cuenca
2025-10-02,PUL-ACE-1275,Pulseras,Acero con Baño PVD,27.34,66.44,1,Belen Ferrera Molins,Huelva
2026-04-23,PUL-ACE-4974,Pulseras,Acero con Baño PVD,36.37,99.7,2,Geraldo Flores Cañete,Zamora
2025-08-27,PEN-ACE-5016,Pendientes,Acero con Baño PVD,33.12,68.43,2,Édgar de Peiró,Tarragona
2025-10-01,PEN-ACE-6630,Pendientes,Acero 316L,42.78,72.01,1,Íñigo Romeu Bas,Melilla
2025-07-01,PEN-ACE-8367,Pendientes,Acero con Baño PVD,19.99,49.49,2,Paloma Escrivá-Perera,Girona
2025-09-10,PUL-ACE-3105,Pulseras,Acero 316L,36.44,73.29,1,Noelia Espada Portillo,Pontevedra
2025-09-18,PEN-PLA-1003,Pendientes,Plata 925,26.82,78.02,2,Carla Romero Bravo,Ávila
2025-09-12,COL-ACE-5759,Collares,Acero con Baño PVD,42.47,115.24,2,Alberto Lluch Escrivá,Ávila
2026-02-21,PEN-PLA-5477,Pendientes,Plata 925,40.74,120.04,3,Corona Osorio Guijarro,Navarra
2026-02-17,PUL-ACE-2994,Pulseras,Acero con Baño PVD,26.12,63.12,2,Benigno Espinosa Cabeza,Guadalajara
2025-06-04,PUL-ACE-9651,Pulseras,Acero con Baño PVD,16.17,36.68,1,Macaria Ruano Carbajo,Valladolid
2026-05-04,PUL-ACE-3366,Pulseras,Acero 316L,38.69,73.08,1,Pepe Gaya Rosselló,Zamora
2025-11-28,PEN-ACE-9430,Pendientes,Acero con Baño PVD,42.27,110.62,2,Ileana Roda Antón,Pontevedra
2026-03-24,COL-PLA-2587,Collares,Plata 925,25.48,50.88,1,Edmundo Nogueira Ortiz,Guadalajara
2025-10-19,ANI-ACE-8127,Anillos,Acero 316L,41.37,74.02,1,Rufina Prat Alcalde,Cantabria
2025-12-30,PUL-PLA-3408,Pulseras,Plata 925,23.98,64.89,1,Calixto Rico,Badajoz
2025-10-22,PEN-ACE-7967,Pendientes,Acero con Baño PVD,29.65,87.51,2,Florinda Mas-Quintanilla,Soria
2026-02-23,PEN-PLA-2330,Pendientes,Plata 925,26.76,61.99,1,Héctor Alsina Uribe,Valladolid
2026-05-30,ANI-ACE-6908,Anillos,Acero con Baño PVD,34.47,75.25,1,Pepito Rey Diéguez,Lugo
2025-08-26,PEN-ACE-5391,Pendientes,Acero con Baño PVD,26.45,76.21,1,Pastor Navarrete Moraleda,Asturias
2025-07-15,ANI-PLA-4268,Anillos,Plata 925,29.85,59.14,1,Che Falcó Ribas,Málaga
2025-06-08,ANI-ACE-2726,Anillos,Acero con Baño PVD,27.22,48.12,1,Sarita Jovita Galván Padilla,Lugo
2026-02-26,PUL-ACE-5799,Pulseras,Acero con Baño PVD,16.2,25.09,1,Concepción Bonilla Torrens,Ourense
2025-08-25,PEN-ACE-3287,Pendientes,Acero con Baño PVD,25.28,65.68,1,Reyna Silvia Ledesma Arregui,Valladolid
2026-01-24,PEN-ACE-7901,Pendientes,Acero con Baño PVD,38.17,78.9,1,Pepito Morillo Tenorio,Segovia
2026-04-07,PEN-PLA-8548,Pendientes,Plata 925,39.86,96.02,1,Eugenia Belmonte-Machado,Jaén
2025-11-10,COL-PLA-4030,Collares,Plata 925,44.23,89.29,2,Victor Fuertes Tormo,Valencia
2026-01-24,PEN-ACE-8311,Pendientes,Acero con Baño PVD,31.79,63.02,3,Wilfredo Conesa Sevillano,León
2026-04-22,ANI-PLA-2232,Anillos,Plata 925,20.82,45.66,2,María Jesús Folch-Bueno,La Coruña
2025-06-03,PUL-ACE-4574,Pulseras,Acero 316L,43.57,76.61,1,Lupe Caballero Sánchez,Valencia
2025-06-15,ANI-ACE-6204,Anillos,Acero con Baño PVD,29.58,64.72,2,Juanita Máxima Lluch Capdevila,Zaragoza
2026-04-05,PUL-ACE-2249,Pulseras,Acero 316L,28.68,53.25,2,Mohamed Porras Amador,Cádiz
2025-10-05,COL-ACE-3804,Collares,Acero con Baño PVD,21.6,59.59,1,Azeneth Tapia,Barcelona
2025-06-18,COL-ACE-3172,Collares,Acero con Baño PVD,22.32,34.82,1,Geraldo Lledó Ferrero,Pontevedra
2026-04-27,PEN-ACE-5568,Pendientes,Acero 316L,42.55,95.42,1,Soledad Villalonga Balaguer,Barcelona
2025-08-19,COL-ACE-8974,Collares,Acero 316L,31.26,50.71,2,Itziar Carbonell-Iriarte,La Rioja
2025-10-14,ANI-ACE-2215,Anillos,Acero 316L,22.86,47.25,3,Jordán Ayala Giralt,Zamora
2026-02-15,ANI-PLA-2751,Anillos,Plata 925,20.94,61.94,2,Ximena Roxana Chacón Tirado,Murcia
2026-01-08,COL-ACE-9069,Collares,Acero 316L,30.23,62.99,2,Mateo Rodrigo Pereira Folch,Cuenca
2026-02-11,PUL-ACE-3241,Pulseras,Acero 316L,44.0,68.59,3,José Mari Blasco Peral,Castellón
2025-11-06,COL-PLA-1911,Collares,Plata 925,31.54,75.81,4,Mireia Luna Bosch,Baleares
2025-12-06,ANI-PLA-3466,Anillos,Plata 925,24.32,52.56,1,Amor Diéguez Estevez,Vizcaya
2026-01-28,PUL-PLA-3960,Pulseras,Plata 925,19.94,31.63,1,Eligio Querol Becerra,La Rioja
2025-11-04,ANI-ACE-1229,Anillos,Acero 316L,28.98,56.92,1,Jenaro Huguet Gallardo,Valladolid
2025-08-22,ANI-ACE-1489,Anillos,Acero 316L,37.47,96.83,2,Marisela Ferrández Huguet,Albacete
2025-09-23,COL-ACE-1707,Collares,Acero con Baño PVD,29.52,62.85,3,Chelo Porcel Requena,Burgos
2026-04-29,COL-ACE-1791,Collares,Acero con Baño PVD,41.11,90.81,1,Natalio Duran Barrera,Cuenca
2025-12-13,COL-ACE-6358,Collares,Acero 316L,39.37,93.35,1,Emiliana Morera Sacristán,Ceuta
2025-09-09,ANI-ACE-7988,Anillos,Acero 316L,26.71,68.92,3,Joel del Camacho,Las Palmas
2025-08-12,COL-PLA-9624,Collares,Plata 925,17.55,44.83,3,Petrona Mateos,Zamora
2025-07-31,PEN-ACE-4291,Pendientes,Acero con Baño PVD,25.91,77.73,4,Cecilio Romero Báez,Sevilla
2025-07-07,PEN-ACE-7322,Pendientes,Acero con Baño PVD,40.0,95.58,1,Telmo Alsina Vallés,Burgos
2026-04-24,PEN-ACE-1118,Pendientes,Acero 316L,42.39,87.86,5,Gerónimo Castellanos Vicente,Navarra
2025-09-04,PEN-ACE-7281,Pendientes,Acero con Baño PVD,21.76,51.73,2,Ainoa Márquez Cañas,Baleares
2025-12-13,COL-PLA-2682,Collares,Plata 925,19.38,57.29,1,Bernardita Romeu,Murcia
2026-04-26,COL-PLA-1796,Collares,Plata 925,35.98,73.43,2,Bárbara del Pizarro,Huesca
2025-09-27,ANI-ACE-5585,Anillos,Acero con Baño PVD,17.15,36.5,1,Felipa Dueñas,Santa Cruz de Tenerife
2026-01-09,COL-PLA-2839,Collares,Plata 925,42.23,65.73,1,Duilio Aller Martinez,Guadalajara
2025-08-27,PUL-ACE-3669,Pulseras,Acero 316L,36.69,103.83,1,Armida Escrivá Guillén,Toledo
2025-09-25,ANI-ACE-2984,Anillos,Acero 316L,38.51,111.67,1,Norberto Frías Cuéllar,Melilla
2025-12-12,PUL-ACE-1599,Pulseras,Acero 316L,26.2,40.92,1,Vicente Llabrés Guillén,Cuenca
2025-12-23,ANI-ACE-3241,Anillos,Acero 316L,32.03,83.64,1,Pepita Mínguez Sureda,Cádiz
2025-10-10,COL-PLA-1317,Collares,Plata 925,44.62,103.9,1,Faustino Menéndez Bernal,Sevilla
2025-07-10,PEN-ACE-2990,Pendientes,Acero con Baño PVD,41.47,71.23,2,Patricia Cases Madrigal,Teruel
2025-09-12,PEN-ACE-5826,Pendientes,Acero con Baño PVD,22.78,55.86,1,Máximo Abad Bernal,Zamora
2025-06-22,PEN-PLA-9576,Pendientes,Plata 925,22.32,33.73,1,Antonio Anaya Heredia,Las Palmas
2025-10-05,PEN-PLA-4788,Pendientes,Plata 925,33.49,57.0,2,Paco Bárcena-Bas,Asturias
2025-07-19,PEN-ACE-6631,Pendientes,Acero con Baño PVD,30.67,49.84,1,Dionisia Perera Echevarría,Jaén
2025-08-09,ANI-ACE-7091,Anillos,Acero con Baño PVD,21.71,40.77,1,Héctor Roda Almazán,Guipúzcoa
2026-02-11,PEN-ACE-5542,Pendientes,Acero 316L,43.36,74.79,3,Claudia de Escobar,Madrid
2025-08-16,PEN-PLA-6836,Pendientes,Plata 925,20.48,33.18,2,Cristóbal Montaña-Pina,Albacete
2025-06-16,PEN-ACE-5992,Pendientes,Acero con Baño PVD,26.86,57.37,1,Marcos del Gallego,Las Palmas
2026-02-23,PEN-ACE-1531,Pendientes,Acero con Baño PVD,33.69,55.34,2,Raúl Trujillo Carretero,Murcia
2026-03-07,ANI-ACE-8772,Anillos,Acero 316L,44.59,85.17,1,Augusto Barranco,Baleares
2026-04-09,PUL-PLA-4480,Pulseras,Plata 925,34.53,98.33,1,Santiago Villanueva Donoso,Palencia
2025-12-25,PEN-ACE-4483,Pendientes,Acero con Baño PVD,38.96,69.56,1,Albano Wálter Pelayo Ugarte,Huelva
2026-04-26,ANI-PLA-6387,Anillos,Plata 925,27.41,79.81,2,Rubén Barrios Marcos,Santa Cruz de Tenerife
2025-08-04,COL-PLA-4605,Collares,Plata 925,40.86,68.42,1,Sara Tatiana Salamanca Rodrigo,Alicante
2026-02-07,COL-ACE-4498,Collares,Acero 316L,42.0,80.57,1,Nadia Duarte-Sánchez,Huesca
2025-07-08,ANI-ACE-3853,Anillos,Acero 316L,41.67,124.42,1,Maxi Menéndez Rueda,Valladolid
2025-12-09,ANI-PLA-8555,Anillos,Plata 925,35.3,99.04,1,Paulina Liliana Moles Piñeiro,Ávila
2025-10-02,PEN-PLA-9131,Pendientes,Plata 925,27.91,62.0,1,Bernardita de Barba,Palencia
2025-07-17,PEN-PLA-8564,Pendientes,Plata 925,26.82,45.19,1,Julie Caridad Gabaldón Rios,Burgos
2026-03-07,PUL-ACE-7721,Pulseras,Acero con Baño PVD,39.3,76.2,2,Blanca Yésica Rodríguez Salas,Cuenca
2025-07-13,ANI-ACE-9673,Anillos,Acero 316L,24.18,45.55,1,Arsenio Figueras Prat,Baleares
2025-12-14,ANI-ACE-4369,Anillos,Acero 316L,35.7,77.12,2,Marcelo Robledo Carbonell,Huelva
2026-03-16,COL-PLA-1748,Collares,Plata 925,35.31,80.5,1,Luciana Manuel Somoza,La Rioja
2026-04-01,PUL-PLA-2819,Pulseras,Plata 925,27.11,69.2,1,Socorro Franch Malo,Córdoba
2026-02-21,COL-ACE-5623,Collares,Acero con Baño PVD,33.92,72.52,1,Mónica Saura Bustamante,Guadalajara
2026-04-08,COL-PLA-2821,Collares,Plata 925,33.89,65.55,1,Emma Cabanillas Velázquez,Salamanca
2025-09-23,PUL-ACE-8803,Pulseras,Acero con Baño PVD,15.53,46.32,1,Nidia Sierra Romero,Granada
2025-09-29,ANI-ACE-9772,Anillos,Acero 316L,32.73,97.17,1,Marita Vazquez Mármol,Segovia
2025-08-29,PUL-PLA-3462,Pulseras,Plata 925,36.59,57.4,1,Rosalinda de Gallart,Lleida
2025-10-25,PEN-ACE-6326,Pendientes,Acero 316L,19.56,54.19,2,Ismael González Varela,Albacete
2025-06-21,COL-ACE-7890,Collares,Acero con Baño PVD,37.53,106.64,1,Quirino Jose Francisco Barrena Blanca,Badajoz
2026-01-22,PUL-ACE-7929,Pulseras,Acero con Baño PVD,37.83,70.1,1,Nereida Aparicio Moreno,Barcelona
2026-05-28,ANI-ACE-5942,Anillos,Acero 316L,23.05,68.13,2,Palmira Quintana Tormo,Murcia
2026-02-21,ANI-ACE-4613,Anillos,Acero 316L,32.56,54.27,1,Josué Dueñas-Sans,Girona
2025-07-16,PEN-PLA-2556,Pendientes,Plata 925,21.22,52.12,1,Angelino Manuel Quesada,Zaragoza
2025-09-28,PEN-ACE-9753,Pendientes,Acero 316L,42.52,97.01,2,Augusto Navas Molins,Guipúzcoa
2025-09-28,ANI-ACE-9318,Anillos,Acero 316L,22.77,40.2,1,Esteban Mate Cuenca,Álava
2025-06-02,PEN-PLA-8917,Pendientes,Plata 925,33.78,91.24,1,Prudencia Melania Pareja Miró,Jaén
2025-12-27,ANI-ACE-5743,Anillos,Acero 316L,30.13,50.92,3,Ligia Mayol Fernández,Murcia
2026-03-25,PUL-ACE-3367,Pulseras,Acero 316L,17.17,45.94,5,Eloísa de Espinosa,Toledo
2025-09-13,PEN-PLA-8447,Pendientes,Plata 925,25.54,72.37,1,Agapito Carvajal Rosa,Córdoba
2025-06-11,PUL-ACE-2273,Pulseras,Acero con Baño PVD,41.99,66.19,1,Roberta Iñiguez,Badajoz
2025-08-15,PEN-ACE-1349,Pendientes,Acero con Baño PVD,27.23,45.01,1,Ruperta Dalmau,Tarragona
2026-03-09,ANI-PLA-2620,Anillos,Plata 925,39.01,110.47,2,Lola Castejón Prat,Cantabria
2025-06-27,PUL-ACE-2002,Pulseras,Acero 316L,31.98,64.24,1,Pastor del Torrens,Zaragoza
2026-02-03,ANI-ACE-8089,Anillos,Acero 316L,21.33,43.42,1,Anacleto Joel Gracia Mateo,Soria
2025-06-12,ANI-ACE-7368,Anillos,Acero con Baño PVD,30.97,69.49,1,Beatriz Carrión Barroso,Castellón
2025-08-07,PEN-ACE-8214,Pendientes,Acero con Baño PVD,40.36,74.17,1,Patricio Fabra Delgado,Navarra
2025-11-03,PUL-ACE-8276,Pulseras,Acero con Baño PVD,17.1,27.28,1,Luciana Flores Alemany,Cáceres
2026-04-09,PUL-ACE-2790,Pulseras,Acero 316L,20.99,52.74,3,Amarilis Torrents-Espinosa,La Coruña
2025-06-20,ANI-ACE-6509,Anillos,Acero con Baño PVD,20.36,55.56,2,Eugenio del Jaume,Cantabria
2026-01-14,PUL-ACE-3543,Pulseras,Acero 316L,34.85,53.25,2,Clarisa del Velázquez,León
2026-05-13,ANI-ACE-5677,Anillos,Acero con Baño PVD,21.56,63.66,1,Consuelo Bautista Lobato,Lleida
2026-05-12,COL-PLA-1951,Collares,Plata 925,38.4,65.17,3,Juan Bautista de Diego,Cádiz
2025-10-14,PUL-PLA-7369,Pulseras,Plata 925,23.8,64.58,1,Sabina Bertrán-Iglesias,Palencia
2025-10-19,ANI-ACE-4149,Anillos,Acero 316L,31.69,92.3,1,Renata Peñas Cuadrado,Cáceres
2026-03-10,PUL-PLA-5673,Pulseras,Plata 925,36.34,78.25,1,Yésica Mendizábal,Ceuta
2026-03-05,COL-ACE-5187,Collares,Acero 316L,30.92,66.22,1,José Juliá Bellido,Santa Cruz de Tenerife
2025-10-28,PEN-ACE-9451,Pendientes,Acero 316L,42.67,113.2,1,Donato Luna Fuertes,Valencia
2026-04-08,COL-ACE-1052,Collares,Acero 316L,41.98,108.94,1,César Bello Mulet,Melilla
2026-05-12,PUL-ACE-9908,Pulseras,Acero con Baño PVD,20.79,51.96,1,Renato de Hierro,Navarra
2025-10-25,COL-ACE-6101,Collares,Acero con Baño PVD,16.44,24.79,3,Sandra Llanos Porras,Lleida
2025-11-05,COL-ACE-1292,Collares,Acero 316L,22.09,63.12,1,Flavio Piñol Cobos,Sevilla
2025-10-23,ANI-PLA-5918,Anillos,Plata 925,18.81,35.87,4,Gloria Figueroa-Alcolea,Cantabria
2025-11-11,COL-ACE-6259,Collares,Acero 316L,24.72,52.89,2,Mariano Cepeda Quevedo,León
2025-06-24,ANI-ACE-5269,Anillos,Acero con Baño PVD,27.86,46.67,3,Venceslás Galán Cañete,Girona
2025-11-02,PEN-ACE-6356,Pendientes,Acero 316L,38.31,100.99,1,Gaspar Doménech Castañeda,Vizcaya
2025-06-27,ANI-ACE-5250,Anillos,Acero 316L,16.38,31.38,1,Jessica Lorenzo-Juliá,Málaga
2025-11-19,COL-ACE-9719,Collares,Acero con Baño PVD,42.43,67.84,1,Asunción del Salgado,Soria
2025-12-08,PEN-ACE-5687,Pendientes,Acero con Baño PVD,20.17,59.32,1,Jenaro Diego Carrillo,Alicante
2026-04-15,ANI-PLA-7644,Anillos,Plata 925,38.37,93.16,3,Guiomar Mayoral-Alonso,Cádiz
2026-05-12,PUL-ACE-4296,Pulseras,Acero con Baño PVD,32.33,70.05,1,Adán Luján Llorente,Tarragona
2026-04-11,PUL-ACE-7022,Pulseras,Acero con Baño PVD,29.85,73.0,1,Aitana Benavides Ródenas,Albacete
2026-05-13,COL-PLA-1159,Collares,Plata 925,32.09,55.21,1,Itziar Eli Arrieta Puerta,Madrid
2025-12-23,PEN-ACE-4469,Pendientes,Acero 316L,29.38,82.11,1,Ágata Varela Merino,Salamanca
2026-05-09,PUL-ACE-5307,Pulseras,Acero con Baño PVD,17.36,32.38,1,Eutropio Múgica-Porta,Cantabria
2026-03-07,COL-PLA-6504,Collares,Plata 925,44.09,117.79,1,Amada Joaquina Morales Barreda,Murcia
2025-08-04,COL-ACE-6406,Collares,Acero 316L,34.07,72.75,1,Ibán del Rosell,Segovia
2025-12-30,COL-PLA-2916,Collares,Plata 925,29.75,79.69,1,Jose Antonio Zabaleta Hierro,Madrid
2025-09-20,COL-ACE-8801,Collares,Acero 316L,31.78,92.16,3,Marcelino de Morcillo,Lugo
2025-06-25,ANI-ACE-2320,Anillos,Acero 316L,31.94,79.88,1,Marisela Verónica Vaquero López,Badajoz
2026-05-26,ANI-ACE-6994,Anillos,Acero con Baño PVD,20.03,38.3,1,Narcisa Elías Losada,Málaga
2026-04-19,PEN-PLA-7491,Pendientes,Plata 925,23.66,66.03,2,Adela Anguita Mármol,Huelva
2025-06-11,ANI-ACE-6916,Anillos,Acero 316L,28.66,76.32,4,Nico Gimeno Pujol,Palencia
2025-10-18,PEN-PLA-6275,Pendientes,Plata 925,25.36,64.48,1,Claudio Escribano Aragón,Málaga
2025-10-08,ANI-ACE-4965,Anillos,Acero 316L,33.02,97.74,1,Mireia Obdulia Palomar Alfaro,Cuenca
2025-11-02,ANI-PLA-7309,Anillos,Plata 925,22.34,51.17,3,Evaristo Domínguez Company,Lugo
2025-08-10,ANI-ACE-7602,Anillos,Acero 316L,36.7,85.63,2,Agustina Agustí,Soria
2025-08-25,PUL-ACE-8365,Pulseras,Acero con Baño PVD,24.06,50.35,1,Tadeo Alberdi Isern,Santa Cruz de Tenerife
2025-09-17,PUL-ACE-3996,Pulseras,Acero con Baño PVD,24.71,54.74,1,Edgardo Poza Fonseca,Badajoz
2026-04-01,ANI-PLA-7491,Anillos,Plata 925,39.21,66.96,1,Leticia Ricart-Garriga,Castellón
